Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers,FlockingWinter,FlockingFall
S80815397,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9930846,UVIC-MSB2,48.4620092,-123.3125829,1/26/21,9:34 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82168133,American Crow,Corvus brachyrhynchos,21054,2,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168133,American Robin,Turdus migratorius,27969,5,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168549,American Robin,Turdus migratorius,27969,3,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/28/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82168295,American Robin,Turdus migratorius,27969,5,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,1/28/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168444,American Robin,Turdus migratorius,27969,4,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,1/28/21,9:32 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82167794,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/28/21,9:03 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82168133,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82168549,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/28/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82168295,Anna's Hummingbird,Calypte anna,4752,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,1/28/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82168133,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S82168133,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82168549,Brown Creeper,Certhia americana,26441,1,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/28/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82168133,Chestnut-backed Chickadee,Poecile rufescens,21591,3,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82167794,Chestnut-backed Chickadee,Poecile rufescens,21591,2,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/28/21,9:03 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82168444,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,1/28/21,9:32 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82168763,Common Raven,Corvus corax,21121,1,CA-BC,Capital,L12803996,UVIC-UVC8,48.4651223,-123.3113967,1/28/21,9:56 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S82168295,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,4,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,1/28/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168444,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,5,CA-BC,Capital,L9963087,UVIC-MSB3,48.4618273,-123.3122484,1/28/21,9:32 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 3  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82168763,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L12803996,UVIC-UVC8,48.4651223,-123.3113967,1/28/21,9:56 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168133,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82167794,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/28/21,9:03 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,N
S82168763,Glaucous-winged Gull,Larus glaucescens,6484,3,CA-BC,Capital,L12803996,UVIC-UVC8,48.4651223,-123.3113967,1/28/21,9:56 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 8  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,N
S82168133,Golden-crowned Kinglet,Regulus satrapa,26274,2,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82168549,Golden-crowned Kinglet,Regulus satrapa,26274,5,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/28/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82168295,House Finch,Haemorhous mexicanus,31648,2,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,1/28/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S82168549,Red-breasted Nuthatch,Sitta canadensis,26353,1,CA-BC,Capital,L10732568,UVIC-EOW5,48.461335,-123.3099986,1/28/21,9:45 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82167794,Red-tailed Hawk,Buteo jamaicensis,8233,1,CA-BC,Capital,L10732607,UVIC-MWB6,48.4661941,-123.3135545,1/28/21,9:03 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 6.  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82168295,Song Sparrow,Melospiza melodia,32601,1,CA-BC,Capital,L10732625,UVIC-FIA4,48.4618951,-123.3169389,1/28/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 4  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82168133,Spotted Towhee,Pipilo maculatus,32713,1,CA-BC,Capital,L9963043,UVIC-DTB6,48.4649374,-123.3149472,1/28/21,9:10 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 6  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S82169280,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,2/2/21,9:11 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169477,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,2/2/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169911,American Crow,Corvus brachyrhynchos,21054,1,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/2/21,9:52 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169280,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,2/2/21,9:11 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169767,American Robin,Turdus migratorius,27969,4,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,2/2/21,9:42 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169477,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,2/2/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169624,American Robin,Turdus migratorius,27969,16,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169064,American Robin,Turdus migratorius,27969,2,CA-BC,Capital,L10001092,UVIC-MWB9,48.4658769,-123.314014,2/2/21,9:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 9  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169911,Anna's Hummingbird,Calypte anna,4752,2,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/2/21,9:52 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82169624,Bewick's Wren,Thryomanes bewickii,26787,1,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82169767,Common Raven,Corvus corax,21121,2,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,2/2/21,9:42 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82169624,Common Raven,Corvus corax,21121,1,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82169280,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,2,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,2/2/21,9:11 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169624,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,6,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169911,Dark-eyed Junco,Junco hyemalis [oreganus Group],32455,3,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/2/21,9:52 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169477,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,2/2/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,N
S82169624,Fox Sparrow,Passerella iliaca,32425,3,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82169064,Fox Sparrow,Passerella iliaca,32425,1,CA-BC,Capital,L10001092,UVIC-MWB9,48.4658769,-123.314014,2/2/21,9:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 9  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82169911,Glaucous-winged Gull,Larus glaucescens,6484,2,CA-BC,Capital,L10732594,UVIC-UVC2,48.4647001,-123.3120244,2/2/21,9:52 AM,eBird - Stationary Count,5,1,,,1,,,"University Centre, UVC, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,N
S82169477,Golden-crowned Kinglet,Regulus satrapa,26274,4,CA-BC,Capital,L10636843,UVIC-FIA7,48.4621382,-123.3164663,2/2/21,9:20 AM,eBird - Stationary Count,5,1,,,1,,,"Fine Arts Building, FIA, Facade 7  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,Y,Y
S82169624,Golden-crowned Sparrow,Zonotrichia atricapilla,32521,2,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169280,House Finch,Haemorhous mexicanus,31648,3,CA-BC,Capital,L10001059,UVIC-DTB2,48.4647333,-123.3141581,2/2/21,9:11 AM,eBird - Stationary Count,5,1,,,1,,,"David Turpin Building. DTB, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: partly cloudy",,N,Y
S82169767,Northern Flicker,Colaptes auratus,11572,1,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,2/2/21,9:42 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82169767,Pacific Wren,Troglodytes pacificus,26705,1,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,2/2/21,9:42 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,N
S82169624,Pine Siskin,Spinus pinus,31931,12,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169624,Red Crossbill,Loxia curvirostra (type 3),31865,4,CA-BC,Capital,L10001079,UVIC-MSB5,48.461665,-123.3128515,2/2/21,9:30 AM,eBird - Stationary Count,5,1,,,1,,,"Medical Science Building, MSB, Facade 5  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,Y,Y
S82169767,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L9963077,UVIC-EOW2,48.4614146,-123.309466,2/2/21,9:42 AM,eBird - Stationary Count,5,1,,,1,,,"Engineering Office Wing, EOW, Facade 2  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
S82169064,Ruby-crowned Kinglet,Corthylio calendula,26270,1,CA-BC,Capital,L10001092,UVIC-MWB9,48.4658769,-123.314014,2/2/21,9:02 AM,eBird - Stationary Count,5,1,,,1,,,"Micheal Williams Building, MWB, Facade 9  Part of University of Victoria building collision study. 50m radius point counts from fa̤ade.  Weather: Partly cloudy",,N,Y
